Alias,CDM_page_id,CDM_field,Value
byington,3158,transc,Wednesday October 17th 1900  I feel much better this morning.  I helped with the work and did a little sewing.  I was up to Aunt Ellens in the afternoon and took Orine with me.  I sewed in the evening Leonard began to crib corn today.  Thursday October 18th 1900  We had churning and baking today.   I was busy about the house a great part of the forenoon.  I went over to Simpsons in the afternoon taking Aunt Lib with me  We spent a pleasant afternoon.  Hattie got home tonight Friday October 19th 1900  We did a little sewing in the forenoon besides the work.  Will took the butter to town.  I was up to Mrs Gregorys in the afternoon and rode back with him Henry rented the farm today to a man from Michigan I wrote to Mother in the evening.  Weather pleasant.  Saturday October 20th 1900  I went up town early taking Carrie Anderson with me. The girls were all invited to Minnie Showers where we had a very pleasant day.  I did a lot of trading and got home in very good time.  Hattie looks the best she ever has since she was married.   It is five years today since Charlie was buried.
byington,3159,transc,"Sunday October 21st 1900  It was an unpleasant day.  the dust blew in clouds all forenoon and it rained in the afternoon  We all spent the time at home reading and resting. Monday October 22nd 1900  Weather still unpleasant.  Leonard and Will fixed fence in the forenoon and Leonard husked corn in the afternoon.  I worked all day in the fruit, put up grapes sweet apple preserves made catsup and got green tomatoes ready for pickles.  A hard days work.  Tuesday October 23rd 1900  I was busy in the kitchen all forenoon had dinner at eleven oclock and Will and I went to town.  I was having teeth fixed and did not get home till nearly night.  Weather cloudy but did not rain.  Wednesday October 24th 1900  It was a fine wash day.  Mrs Evans did that while I did the other work.  I scalded my pickle and put it to drain again.  Mrs Evans husked corn in the afternoon and I did all my part of the ironing and cleaned up my bed-room.  Will was up to the farm today and brought a man home with him to help husk corn I wrote a long letter to Mother in the evening"
byington,3160,transc,"Thursday October 25th 1900  Did two churnings this morning and finished putting the tomato pickle away.  I put in all the afternoon doing mending Will busy about the place and Mrs Evans helped Leonard with the corn the new man went back to town tonight.  Friday October 26th 1900  Will took the butter to town.  I was busy with the work till noon I did a lot of baking.  I cut out shirts and sewed all afternoon.  Saturday October 27th 1900  I sewed a little and got the dinner be a little after eleven.  Will and I went to town in the afternoon to have my teeth finished.  It has been a warm week, today was like summer.  I had a letter from Mother.  Sunday October 28th 1900  I was busy about the house most of the forenoon  Leonard and his wife were away all day.  It rained some in the forenoon.  We were up to Stevens in the afternoon.  I spent the evening reading.  Monday October 29th 1900  It rained in the morning so Leonard could not husk corn.  Will was busy about the place.  I sewed some and went up to Nelsons in the afternoon.  A hard rain at supper time."
byington,3161,transc,Tuesday October 30th 1900  I put in all the forenoon making some jelly and cleaning up the summer kitchen.  One of our fat hogs got down at Johns and they killed it so the boys dressed it in the afternoon.  I went to town in the afternoon to see if they could use it at the meat shops It was an awful trip through the mud.  Wednesday October 31st 1900  It rained the entire day.  The meat of that hog was not fit to use Will cut it up for soap grease. I did a little sewing and helped with the work.  wrote to Mother  Thursday November 1st 1900  We churned and washed in the forenoon.  Mrs Evans did not feel very well in the afternoon.  I did our share of the ironing and other work.  getting the butter ready to go town tomorrow.  A letter from Mother.  Friday November 2nd 1900  I fried out that meat before going to town with Will We delivered the butter and I did some shopping before going over the river.  I found Hattie busy house cleaning I helped her what little I could but we came home early.  It was a very pleasant day.
byington,3196,transc,"Sunday April 7th 1901
""Easter Sunday"" It cleared today so the sun shone part of the time. Ida & Ernest went home. After dinner Will and I took a walk out over the place I found our deed today we thought was lost. A year ago today We went up to see how Lee was. I did not think then he would be with us as long as he was. 
Monday April 8th 1901
We had a very large washing to do today and churning besides. I put some things back in the pantry and we did some work in the yard. quite a pleasant day.
Tuesday April 9th 1901
The boys began to put in oats and Russell worked a great part of the day fixing the hen house I was out in the yard a great part of the day. and finished fixing the pantry we got the ironing done today too. 
Wednesday April 10th 1901
I set some hens this morning and did some work out of doors and did the mending and put away the clothes. 
Thursday April 11th 1901
We cleaned yard most of the forenoon day when not busy with the regular work did the churning and got the butter ready to go down tomorrow The boys are still busy with the oats. Ida went to town."
byington,2485,transc,"Tuesday January 31st 1893
It had [moderated?] and was sleeting this morning We were just getting our [drains?] going when Uncle George & Jim with Aunt Lib & Ellen came We had a very nice visit with them. I did a little knitting and mending.
Wednesday February 1st 1893
a cold winter day We got [most?] of the ironing done. Mother was working on a [mat?] I thought it too cold to do much but knit and [make?] lace. 
Thursday February 2nd 1893
still very cold I helped with the work and done some sewing for myself on muslin. 
Friday February 3rd 1893
It was a very cold day. I cut out some waists to make for myself. I could not accomplish much. Janie finished the ironing. She went to town after dinner
Saturday February 4th 1893
I was sewing some in the [afternoon?] besides helping with the work. Will and I went to town in the afternoon to get a [wrapper?] for myself. I was down at [Hallies?] awhile
Sunday February 5th 1893
I was busy with the work all morning. Will and I went out to Marys in the afternoon The [Jolhs?] were over to see Mother.The weather is much warmer. I wrote to Mrs. [Hegoran?] in the evening and read a little"
byington,2486,transc,"Monday February 6, 1893
It was a fearful cold stormy day. The snow fell and blew till it had a perfect blizzard. All is not well but none of us but Will went over. I finished my waists and put a new facing on my green dress.
Tuesday February 7, 1893
I worked all day [making?] a comfort for the foot of the bed it was still very cold. Lee went to town before dinner and found [all?] was better.
Wednesday February 8 1893
We washed and done some other work this morning. We went to town in the big sled in the afternoon taking Father and Mother over for a visit. I worked some on my lace in the evening and knit some
Thursday February 9 1893
I cut me out a wrapper and was working at it today. The girls and Mother were over in the afternoon. Josie was in town a while. Will went to the valley for some hogs he bought. I sewed all the evening.
Friday February 10 1893
We had got our morning work done up and Josie was ironing when Will + Tommy come over. They told that Lee had been picked up at the west end of the bridge in a frozen condition at six in the morning by men who did not know him and [taken?] to the"
byington,2488,transc,"Monday February 13th 1893 
I was busy with the work all forenoon and went over to see Lee as soon as we had dinner. I knit a little in the afternoon and worked on my dress in the evening. Lee is about the same my cold is some better. 
Tuesday February 14th 1893
I sewed on my dress what time I had and got it done so we worked on the comfort [sage] in the evening Josie is helping with them. It was a misty rain day and I did not go out. Will was over town and down to the house twice. There is little change in Lee. 
Wednesday February 15th 1893
I felt better and we did working this forenoon. The men went to the timber for load of wood. Wil and I went to town in the afternoon and found Lee very hopeful. Dr. Hobby had been there and found [our?] [foot?] so reduced in swelling as to put a sock on He suffers a great deal with his hands. But we think now he will not lose any part of his hands or feet. Josie & I worked at the [comfort?] rage what time we could. 
Thursday February 16th 1893
I did not go to the town at all today. Mother & Franny were over in the afternoon Lee is about the same Josie went to town in the afternoon. The men got another load of wood. We got a good deal done to the [rage?]"
byington,2489,transc,"Friday February 17th 1893
I helped Josie some with the ironing and got it done before noon Mary [Woulf?] was here a little while. I spent the afternoon in town. Lee suffers very much with his hands and is growing very nervous and tired. We girls finished the [rags?] in the evening.
Saturday February 18th 1893
I was busy all forenoon with the work as it was late when we got up. I spent the afternoon in town Lee is about the same. The Dr has not dressed his hands since Wednesday but was to come tonight Will wnet over to [Woolfs?] after supper. I did mending and read the papers. 
Sunday February 19th 1893
I was busy about the house all the forenoon Josie went to church. Will and I went to town in the afternoon Lee is about the same I wrote to Mary in the evening. 
Monday February 20th 1893
It has 48 years today since Father and Mother were married if Lee had been well we would have had company. I went over to [Catherines?] to see about my [carpet?] Will went to the valley to see about getting pigs but did not get them. I wrote a long letter to [Verne?] in the afternoon I heard from her toda. I worked on my lace what spare time I had. [Illegible] & Tommy were here a little while just before supper."
cookbooks,9653,fula,"(9) 
How to make mackrounds
Take 3 pound of almonds after they are blancht put them into water. then take them out again into a cloath let them drayne but do not dry them. Then beat them first in a brass-morter and then in a marble one until they be very fine - paist then have ready [bott?] and put thro your wire sieve 3 pound of fine powder sugar- put it to your almonds and mix it well with your hand. Then have ready broken in a pot the whites of  12 eggs and put into it. then stir it well with your wooden stirer. Then lay them out have your wisk round with wafers double- you must wet the edges with a little water and let them [touch] one to another so drop them on to the wafers and when you have got all laid out, set them into the oven and just air them then take them out and have some double refined sugar dried and Pott in your little Tiffany Toms and dust them well over so set them into the oven again and bake them but let not your oven be too hot [illegible] must be up- they bake very well with savoy biskotts. if you would have any of them in little drops you must make your paist much thiner with the whites of eggs this will make 6 pounds of mackrounds."
cookbooks,9667,fula,"(21) to make frosted almonds take half a pound of Jordan Almonds wash them in warm water lay them on a plate before the fire to dry then take about 3 quarters of a pound of find powder sugar put it into your pan with as much water as will just [illegible] it.  Let it boil till it be Candy high then put in your Almonds stir them very well untill the sugar stick to them and be all dried up then powor them upon a [pottery?] plate, those [illegible] handsomly rounded lay aside, those that have great lumps on them breake of, take them, all the loose points of sugar, put them into your pan again with a little more water, let htem boil then take those that are not well rounded, put in again, [illegible] them as before. if you please you may put a little Chocolot among them sugar to make them that colour or you may blanch your Almonds and dry them very well, [illegible] them with a littleCarmim to make them red, but they are as pretty without anytyhing, much better to eat, the sugar [illegible] butter on when they are not blancht."
cwd,10171,fula,"Mrs. Stewart S. Foster
Route 2, Box 69
Hamburg, Iowa
At home Aug 18th 1865
Brother Holtzinger
Dear sir
I receivd yours but have been waitting to hear from Illinois. but have not yet heard in answer to your enquires. I have bought you 200 Acres of Land for which I was to pay $920,00 I Receivd of you by Express $500.00 of Mrs Scott on Hamburg property $50,00
Making  550,00
Leaving 370,00
Ihave paid, in all $617.00
thair will be some expens of deeds
the Land that I bought of Meldrum I was to pay intriest on the money yet due and he was to send me the Deed he acknowlegde the receipt of the draft but had not the numbers of the Land and thought that I had made a mistake in the numbers and to Examin and he would send me the deed and before my second letter reacht him he sickend and died the administrator wrote to me on the subject and says that as soon as it Can be arangd he will send me the Deed I notefided him that the balans of the Money was ready
yours A Mann"
cwd,10355,fula,"Washington May 20th/65
Good Morning Jennie
As I did not have an oppertunity to mail my letter last night I will 
write you a note on Rebel. paper. this is the 
very best quality now dont you think the 
Confederacy was gone up.
Will goes back to Atlanta this morning 
I will send my letter by him
I would like to write Aunt a note but will 
not have time - I will write you a long letter 
soon - perhaps Sallie will permit you to 
read the dull long letter I wrote to her
I thank you ten thousand times for those 
good letters. but am very sorrow the photo
did not come. oh: I was so sorry Sallie 
was so hurt about my photo. Kiss her 
for me wont you. I have an invitation
to take dinner with a fine Southern gentleman 
to day must I go? Lieut Sheafer is here 
with me we have real pleasant times.
I think we will go to the Regt soon I want 
to see Milty dont you? he is the same good 
man yes and I want to see Will S - real bad
It is most time for [Mrs?] to go 
be a good girl and wait patiently for the
return of own soldier boy
(write often) Ace Mann"
cwd,15890,fula,"November, FRIDAY, 15,  1861. (No Entry) SATURDAY, 16. Lieut Rollings visited us from Frederick, he said the Capt. is getting better. glad to hear it. he has been very sick. SUNDAY 17. (No Entry)"
cwd,15892,fula,"November, THURSDAY, 21, 1861. Saw two real genuine Ladies. the first I have seen since leaving Frederick. I watched them walk across the Parade ground with as much interest as though they come from Above. FRIDAY, 22. (No Entry) SATURDAY 23. (No Entry)"
cwd,15893,fula,"November SUNDAY, 24, 1861. (No Entry) MONDAY, 25.  Lizzies Birthday The paymaster arrived Last night. Good. TUESDAY, 26. This morn the Regt."
cwd,15894,fula,"December, TUESDAY, 3, 1861. Nearly froze to death last night it was very cold slept without any blanket, arrived at the Sugar Loaf Mountain at noon, arrived at Frederick Junction at 4 P.M. thirty miles in two days, roads very bad. WEDNESDAY, 4. Remained encamped here until three P.M. got orders to march, traveled six miles northeast of Frederick, very hard looking country. poor Camp Ground. very cold. THURSDAY, 5. Got order to march this afternoon at five P.M. took the main road to Frederick arrived at seven P.M. very tired. the inhabitants greeted us with cheers, we encamped for the night on old Camp Banks."
cwd,15895,fula,"December, FRIDAY, 6, 1861. Col. Ruger is provost Marshall. about twelve is detailed every day out of each Co. as provost guard. Aout five hundred tipsy soldiers was arrested last night by the Guard. SATURDAY, 7. Gen Bank whole Division is here, and every night soldiers of the different Regts. come into the city and raise the devil, get drunk, scare the wimen and children, and give our Boys great trouble. SUNDAY, 8. Our Regt. is getting the ill will of all the other Regts. Because we arrest all noisy soldiers, as is our duty, we being the provost Guard, We are nicknamed ""Backwoodsmen"""
cwd,15896,fula,"December, MONDAY, 9, 1861. The City was the Quietest last night than since we came here.  Other Regt's. find that the ""Backwoodsmen"" know their regular ""Biz."" TUESDAY, 10. (No Entry) WEDNESDAY, 11. (No Entry)"
cwd,15897,fula,"December, THURSDAY, 12, 1861. To-day this Brigade was re-viewed by Gen. Banks & staff  He took his place on a rising knoll and the Brigade marched before him with clors flying and music playing. it was quite a sight. FRIDAY, 13. I got acquainted with two Ladies to-day the first since coming into this State, rec'd an invitation to dine with them which I shall not refuse, these Ladies have been very kind to the sick of this Regt. 
SATURDAY, 14. (No Entry)"
cwd,15898,fula,"December, SUNDAY, 15,  1861. (No Entry) MONDAY, 16. Our Boys commenced to build the Barracks today there are two long buildings to be built for us. each two hundred feet-long and twenty five wide. TUESDAY, 17. (No Entry)"
cwd,15899,fula,"December, WEDNESDAY, 18, 1861. Wrote to Lizzie this eve also.Tillie Briggs, rec'd two papers from home. Capt. Flood left for Wis. today, to recruit for this Regt.  THURSDAY, 19. very plasant to-day,  FRIDAY, 20. Rather raw and windy weather, Joseph Bemis died this afternoon, he was a fine fellow, we miss him much."
cwd,15900,fula,"December, SATURDAY, 21, 1861. Poor Bemis was buried to-day Our whol Co. went to the the funeral. rec'd two papers from Haverhill. very cold to day tough work to keep warm.  SUNDAY, 22. We hope to be in our Barracks next Sunday it is very cold in the tents. Bill. and I find it difficult to keep warm nights.  As I sit here to night in my tent the rain and hail is pouring down, I would like to know what the Folks are doing at Home. MONDAY, 23. To-day this Regt. went as Guard and escort to the execution of John Lanigan of Co. J. 46th Penn. Regt. it snowed and blowed like all vengeance, this Lanigan was hung for the murder of Maj. Lewis of the 46th Penn. Regt. he shot him in a fit of passion."
cwd,15901,fula,"December, TUESDAY, 24, 1861. It was very cold last night Will & I found it hard to keep warm. it was the coldest night of the season. a great many tents were blown down in the night, I got an invitation to dine with Mr. Albaugh to morrow. tuesday 17th Sept. where shall I be to-day. 
WEDNESDAY, 25. Frederick City Camp Banks I did not dine at Mr. Abaugh's to-day, Will did he said he had a good time, I could not get at the Col. to sign my pass to get out, I was sorry I helped eat a can of oysters this eve, and smoked two cigars  THURSDAY, 26. I visited Gen. Hamilton's Headquarters to see Chris. Haring. had quite a time,"
cwd,15902,fula,"December, FRIDAY, 27, 1861. very cold and blustering, The barracks are going up fast, they are two thirds done. SATURDAY, 28. Two Companies went into the Barracks today, We shall probably go into them to morrow, Ours and two other Co.'s were the only ones in Camp last night. they had no Guard about Camp  SUNDAY, 29. I went to Church to.day. the Unitarian, This afternoon we went into barracks, there is great rejoicing thereat by the Boys"
cwd,15903,fula,"December, MONDAY, 30, 1861. Our Boys were quite Jolly all night it was almost imposible to get to sleep they were so full of fun. I got my picture taken and sent it by Bill Springsted, he started for Wis. to this morn at 11 O'clock. TUESDAY, 31. (Entry Deleted)"
cwd,15904,fula,"MEMORANDA
Monday June. 3rd
Stephen A Douglas, died this morning at 9. o'clock, although a democrat he was a strong union man, he is greatly lamented by all. He died at Chicago. 
Friday May 24
Col. E.E. Ellsworth, was assassinated to-day, by a secessionist named Jackson, in the city of Alexandria, Via. it is a great loss to our Country at this time. 
Sept. 1st 1861
Josiah Underwood our messmate and companion in Arms died to-day of the Typhoid Fever in the General Hospital at Baltimore, Poor fellow he has gone where there is no strife nor discord to mar the Holy Peace therein."
cwd,15908,fula,To Will From Sister Lizzie wish you a merry Xmas
cwd,15910,fula,"Camp Banks Frederick City Oct. 18th /61.  Pass W.F. Goodhue, until 12 O'clock A.M.  Appr TH Ruger Col. Comdg R. Van Brunt Adjt."
cwd,15911,fula,(save this pass it is Col. Rugers signature on it also Adjutant (Van Brunts.)
cwd,15889,fula,"November, TUESDAY 12,  1861. (No Entry) WEDNESDAY, 13. To-day I witnessed a review of Gen. Williams Brigade seven thousand men. It was quite a sight, the Conn. Band played ""Annie Laurie"" it was splendid, the Conn. Band is the Best Band in the Service. THURSDAY, 14. (No Entry)"
cwd,15888,fula,"November, SATURDAY, 9,  1861. To day I agreed to use my spare time in helping C. Johnson suttler. for ten dollars per month. SUNDAY, 10. (No Entry) MONDAY, 11. (No Entry)"
cwd,15887,fula,"November, WEDNESDAY, 6, 1861. Will K. & John Grace, & J. Becker and myself cut some logs and made us a log house, J. Bayer got some mud & sticks and built a fire place and chimney, our tent is very comfortable now. THURSDAY, 7. How I felt like swearing last night, some one stuck an old coat into our chimney and we piled out of the tent to make room for the smoke, I was nearly suffacated, It was a hard Joke. FRIDAY, 8. (No Entry)"
cwd,15886,fula,"November, SUNDAY, 3, 1861 To day clear & cold had no inspection. took a walk down to the river and took a look at the ""sacred soil"". the Pickets have rather uncomfortable quarters. MONDAY, 4. Our Camp is called Camp Joholt in honor of Joseph Holt, we all like our camp it is so retired and quiet. TUESDAY, 5. I saw to-day when going out of Camp a string of Mules & horses I should think it was a mile long they were all going to water at the Brook, such a neighing and braying I never heard Before."
cwd,15885,fula,"October, THURSDAY, 31, 1861. Left Frederick Junction this noon for the Potomac to Join the Regt. there Co. C & D were along they have been Guarding the Bridges at the Junction arrived at Hyattstown at six P.M. Camp (Frederick City) Banks November, FRIDAY, 1. Where shall 17 Sept. I be to-day To-day I marched eighteen miles to join the Regt. from Hyattstown to Darnstown, arrived in camp at sundown, the trees are so thick the tents are not hardly visible from one to another. I packed my knapsack all day SATURDAY, 2. Here we are our Regt. in the centre of Banks Div. half amile from the Potomac by going to the river you can hear the enemys drums, and our Pickets talk with the sesesh Pickets, we are camped in the dense woods, it is very stormy to day. ugh!"
cwd,15884,fula,"October, MONDAY, 28,  1861. (No Entry) TUESDAY, 29. (No Entry) WEDNESDAY 30. Got orders to pack up ready for marching tomorrow. two Co's of the Penn. 46th arrived to relieve us at this place, Our pay rolls were made out to day."
cwd,15883,fula,"October, FRIDAY, 25  1861. Wrote home to-day also cooking for the mess it is hard work. the boys come to their meals like wild hogs and in a twinklin my vituals are ""minus"". SATURDAY 26. T.J. Dowd marker, & my self proposed to Join the Regt. but on asking Capt Clark he refused us we have got to stay here until both Co's go. SUNDAY,  27. Took another sail today the river does not run so swift, it was very pleasant, I enjoyed the sail much."
cwd,15882,fula,"October, TUESDAY, 22, 1861. We were woke up at 11 last night to prepare to march it rained all night, early this morn the Regt. left for conrads Ferry excepting Co. C & D. they went to the Junction to guard it. I went with them WEDNESDAY, 23  I slept mean last night everything about me was wet. my blankets weighed ten lbs with the water in them. I pulled on my shoe and it had about an inch of water while my hat was like a sponge, rather chilly to day. THURSDAY, 24. My turn to cook for the mess. I stewed a kettle of Beans, fryed some stake had quite a dinner. took a sail on the Monococy tipped over going over the rapids."
cwd,15881,fula,"October, SATURDAY, 19,  1861. (No Entry) SUNDAY, 20.  had Inspection to-day it was rather cold, Our Chaplain preaches this afternoon. MONDAY, 21. This afternoon Lieut. Bentley, & myself laid out a new camp ground across the road, moved ontoo it this afternoon, it rained like all vengeance, got our tents set up and comfortable when orders came to cook rations"
cwd,15769,fula,"W.F. Goodhue, Brodhead Wis.
Co. C. 3rd Regt.
Wis. vol.
Camp Pinckney
Harpers Ferry
Maryland"
cwd,15787,fula,"Wednesday June 19th
Twenty fours hours have passed since I left Monroe, where men never were treated better. the folks turned out enmasse to bid us farewell, I shook hands with more than forty, and how many I kissed I shant say, but the girls of Monroe are generous, they treated me well, and Mises Hurlburt, Halsted, Barnes, Lockwood, and a host of others, I shall always think of with the greatest respect. We left Monroe at 8 o'clock and arrived at 9 at Brodhead. I did not see Mother I was sorry, I saw Father and Annie, Stephens. I saw mother coming towards me when the cars started, but I had to get aboard. We arrived at Fon du Lac."
cwd,15788,fula,"without anything worthy of note that transpired on the way, At Fon du Lac our Company was crossing a bridge when it gave way losing 8 of our men into the water. all escaped unhurt but one. W. Carter he fell onto a log that was under the bridge, striking his breast. against it so that he feels the effects of it now. My first impression of camp is very good, our feed is miserable, the beef smells bad, and is tough, beans, rice. barley is boiled so that it is burnt and is not fit to eat. the bread is good for, ""bakers"" When I said that my first impression is good. I mean that the view of the white tents, that dot the fields, is"
cwd,15789,fula,"a beautiful sight, our sleeping in them is very comfortable, I would not ask for better, that is, for Camp life. Indeed I prefer them to a tight board plastered house for summer. they are very cool places in the night but when the suns shines on them at day time, they are very hot. Fondu Lac is not a pretty place the city smells strong of Lumber, this is the principle export of this part of the state, the streets are very bad, the ends of plank sticking up in all directions making it exceedingly uncomfortable to ride over them there are some rather good looking blocks in town, but mostly one story houses and stores, there are a number of streams that flow sluggishly"
cwd,15790,fula,"through the town.  there are a great many steam mills here, which I cant account for when there is so much water.  It seems that wood is cheaper than water.  the streets are full of sawdust and chips.  But the country being so level, I dont think that water can get head enough to make the force that steam can, and wood being very plenty, this is the reason I think that they have steam instead of water. It is a styleish place the folks dress with as much style as in any Eastern place, but it is a common thing in all western towns to imitate New York City as near as they can."
cwd,15791,fula,"On saturday the 29th of June I took the Oath of alleigeance to Uncle sam for three years, It was administered to us by Capt. McIntyre of the U.S. Army. There were five men that refused to take it, the Col. took them from the ranks and shaved their heads and then drummed them out of camp, they looked sheepish enough, I dont hardly think it right, yet it was needed as an example to the rest.  When men enlist and live on the State for weeks & receive money and other things from their neighbors to support their families and then back down, one can hardly pity them, It is hard to look on humanity when degraded in public, one cant but help showing some pity for them be they"
cwd,15792,fula,"ever so degraded. On this 29th day of June we got our uniforms they are rather poor, the coats are made in shape of a sack coat, the material is salt & pepper cloth part cotton they are loose and airy for summer there is one button on behind two in frond besides two more on the belt in front.  the belt is of the same stuff as the coat.  The pants are satinet, it is a kind of thick wooly cloth, not very durable"
cwd,15800,fula,"February, WEDNESDAY, 6 1861. (No Entry) THURSDAY, 7. To-day I entered the Brodhead Independent Printing Office to work there for one year. I.F. Mack editor. W.W. Shepard Pub. Printers. E.O. Kimberley, N.I. O.Brien A. Wells, W.F. Goodhue FRIDAY, 8. (No Entry)"
cwd,15820,fula,"April, FRIDAY, 19, 1861. 
Today there was a war meeting in Caledonia Hall (14?) of the Brodhead Eagle Guards in favor of going to war. the news of the attack on the Mass. 6th Regt. in Baltimore was re'cd this eve."
cwd,15825,fula,"May SATURDAY 4, 1861. 
Nine oclock P.M. 
Last night unbeknown to any one I took the cars for Monroe for the purpose of enlisting in the Monroe Company.  signed my name to the roll this afternoon.  and drilled with them. 
SUNDAY 5.
Spent the Sunday at Mr. Bradshaws and Dodges. [Coeil] B. tried to persuade me from going, but of no use.  Mr. Dodge did not approve of it. 
I did though. 
MONDAY 6.
Left Brodhed for Monroe for Drill, bid the Folks goodbye, Rained nearly all day cleared up at night. Evening, Went to hear Mr. Whitcomb, at the Court house. subject, Lecture to young volunteers."
cwd,15826,fula,"May, TUESDAY, 7, 1861. Monroe. Met for drill at 1/2 X 8, Rained part of the fore noon, and after noon both. Practiced the Charge Step. William Kimberley and myself commenced boarding at J Halsted. A ball was given this evening. WEDNESDAY 8 Commenced drill at the usual time, this morning. The Juda band arrived here this noon, played all the after noon, Practiced marching in Colums, done very well. THURSDAY, 9. At the usual signal we met at the hall for drill. eight new recruits to day. very warm weather. Sprained my knee this afternoon, which is very painful, can hardly walk Smoked a Cigar, &c..&c."
cwd,15827,fula,"May, FRIDAY, 10, 1861. One of our volunteers was turned out of the Company for drunkeness, did not drill much it was so windy, we agreed to go to Juda next Tuesday for drill, run im debt 25 cts, nothing more occurred worthy of note. SATURDAY, 11. Our Capt. gave the Compy. leave to go home for the last time. visted Mr. Dodge, his wife has a baby boy. bought a pipe of C. King imitation of Meeshaum.. 40 cts. SUNDAY, 12. I got a book of Ed. to read, The Red Rover. by J. F. Cooper. visited the Sentinel Office, did not go to meeting at all, Willan went expecting to go home with a girl. ""got fooled"""
cwd,15828,fula,"May, MONDAY, 13, 1861.
Met for drill at 10 P.M. and drilled our usual hours. Met Mr Mack this evening had quite a talk with him he said that he would help me get my money from Shepard, TUESDAY, 14. 
Met at the hall at 1/2 past 7 embarked in wagons for Juda drilled all day there, and had a good time. Women and Children turned out enmass. Speeches were made songs sung Anvils exploded, &c. &c. &c. 
WEDNESDAY, 15. 
It was very windy to-day and we drilled in the hall. practiced the oblique step I agreed to write for the Independent every week took a run around the Square, on what they call the lope step. xxxx"
cwd,15829,fula,"May, THURSDAY, 16, 1861. 
I went to concert last night given by Mr. Leland's singing school. heard the new song, God bless our brave young volunteers. I drilled the usual hours to-day, part of the afternoon we drilled in the Square. 
12. 124 157 1/2
FRIDAY, 17.
To-day we marched on the hay scales and got weighed, the aggregate weight of our company is 12.124. making the average weight of a man 157 1/2 if solid men can fight we need not be afraid but what we can fight, we had our usual drill. 
SATURDAY, 18.
This forenoon we visited I Hurlbur and Ed. Morris gave them seven cheers by count. This afternoon, William and myself walked home to Brodhead 16 miles we started at one o-clock and got there at six we felt rather tired."
cwd,15830,fula,"May, Sunday, 19, 1861. 
Felt rather stiff this morning. William and myself started for Monroe at 11 o'clock, arrived at 4 o'clock, commenced raining soon after and rained all night we dont think of walking to Brodhead ggaing.
MONDAY, 20.
We met this morning at 7 o'clock to escort Col. Peck to the cars. It being so rainy we drilled in the hall. they measured heighth of the company. I fell below the heighth but I will go if I can. I am bound to go. 
TUESDAY, 21. 
It is very muddy today. we had no music and did not drill much the Capt. was away and the boys ""cut up"" like the ""old harry"" 
We had a very good drill this evening we paraded around the square."
cwd,15831,fula,"May, WEDNESDAY, 22, 1861. Commenced reading the life of Aaron Burr. by Parton it is interesting. We drilled our usual hours besides an hour in the evening we intend to do it every evening. ""rather warm."" THURSDAY, 23.
Our whole company took the oath of Alleigence to the U.S. to serve for three years or the war Received a letter From G. Ransom and a letter and package from home. we drilled marching by Company to-day. did not do very well FRIDAY, 24.
We commenced to drill at the usual hour. It is very warm to-day. We number eighty one all sworn in the company and want to raise it to a hundred and one. Received news of Col. Ellsworth death to-night Lost my pipe to-day"
cwd,15832,fula,"(Fragment of left side of page only)
May,
It
did
noon. 
after
[?]
a ver
will 
Last 
Thur 
I fin 
and I 
man, 
a [Trad?] 
this 
I 
di 
f"
cwd,15833,fula,"(Fragment of right side of page only)
1861.
to drum
Col. 
ur reg-
gent-
report
ord-
ous. 
oon 
ery 
tween 
ay 
oes 
mind 
ht. is 
all. 
[day?] 
ast 
nt"
cwd,15834,fula,"May, FRIDAY, 31, 1861. 
I was awoke at four o'clock this morning by the alarm of fire. Cambell & Beattie grist mill was burnt to the ground. loss 7,000 volunteers done the most help in putting it out. I felt rather tired to drill after working so hard 
June  SATURDAY, 1. 
Got out the Engine this morning and went down to the ruins to [put] at the grain that was a fire the Capt. dismissed the CAmp. untill monday morn. visited Mrs. Dodge this afternoon got Dante & Shakespeare. ""Ale"" 
SUNDAY, 2.
Rained last night which makes it muddy to-day, took a walk with Sherman this morning visited the scene of conflagration This evening I went to a Temperance Lecture given by Mrs. Fonda.  It did not amount to a glass of Beer.  &c. &c."
cwd,15835,fula,"June, MONDAY, 3, 1861.
We received news this eve that minors must get a Certificate from parents to go  I shall go home to-morrow to get mine. I think I shall succeed. We drilled as usual to-day and has been warm 
TUESDAY, 4. I went home and got my leave of Father to go to war There is great rejoicing at the boys as they get leave. I received two dollars from Shepard, one dollar & 45 cts more. 
WEDNESDAY, 5.
We did not drill to-day. the Capt. being absent, we had a day of leisure. Lieut. Col. Ruger arrived here to-night he came to muster us into service he says we will to go to Fon du Lac and thence to Wash. We drilled this evening"
cwd,15836,fula,"June, THURSDAY, 6, 1861. 
We met at the hall at 8 A.M. the whole Compy. was examined only two rejected, I came near it, but Thank God I am permited to go, I felt bad this morn. I was afraid I should not go, We drilled a little this afternoon FRIDAY, 7. 
We drilled all day to-day in the court house yard, this afternoon, attended a law suit between [I?]. Dunwieldie and a Man name Barlin, he wanted $5 for drilling us 3 days, and learnt us nothing. besides 
SATURDAY, 8. 
The roll was called this morning and then we were dismissed. I set a stick of type this afternoon, and distributed about 4. We raised five doll. and 50 cts for Col. Alligator this morn. to pay his rent for him. 
X"
